,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score
118,2,"{'id': 30502108, 'resource_state': 1}",9 mi - KT tape keeping my knee together,14502.2,4417,4488,72.0,Run,0.0,3054732343,garmin_push_4492626641,3259618628.0,2020-01-29T19:16:43Z,2020-01-29T11:16:43Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.285981, -121.939127]","[37.284961, -121.939283]",,,,37.285981,-121.939127,5,4,0,1,0,"{'id': 'a3054732343', 'summary_polyline': 'klqbFpfggVDDj@ATHh@d@pApAvApB`@v@jCrDb@t@bDnE^t@r@hAv@dAdBjBbBfBbCpBvDbCxFpBjANzBd@`AJ^RxB\\zA`@jANnCp@tD`@tBjAb@N|@JdAZh@^nAlAd@NpCNHL|@IzEN`BLj@LzDTxABzBn@bBl@f@\\j@NtAr@`DfAxAx@bBlC~@jDn@~ARlAh@dBr@fA^tAhA~Cz@jBfA`Bn@pATr@tA|APf@LlAf@hCxAdENZr@h@Xd@^NZVDTh@h@x@Xv@HZPlBj@zCFb@HbABn@\\\\Bd@Nt@|@Pd@tBrAb@NtABv@h@\\Pd@`@Xz@VZTJ`@d@|@q@FDf@z@lAl@nAx@d@JbEVz@?tEWx@@~AYfAElAJd@CLSZmA\\_Az@aAd@On@q@ZMVE~ALVPh@pAPn@^vBLzABrHFp@f@tCNV`@b@\\?ZEr@_@d@MpBIbB[dCT`@NHT?p@XV~Af@xA`AJ@l@Wd@Bp@Z\\XvCtArA`AX^@FUjCQ^WfAAl@Gj@@vAL^TRn@RVRdA~AfAx@d@r@f@`AFP@l@IH}@_@_AsA_@Ii@[k@oAUw@eAo@o@u@U[]sAKk@FQ^AlA]HINw@^gA?cCM[USuC}AeAa@[Yu@c@k@Bm@NcBkAeBc@Qa@Aq@QSa@G{@Ym@GkA\\w@?_BN_Bt@e@@YQWg@u@aDC}@HcB?u@CcDGc@Mo@Iq@c@yAOcAi@e@[Oc@EoAHqAfAaAn@UVQX]pAWj@YT}AGgBDqBXwDPmHM_Ai@g@i@{@q@}@y@qAp@[k@]Oc@kAWY}@e@QY_@GsAA]S_@]kAm@O_@[e@OQc@So@ISUQGiEIg@GcBg@IQqBYgAc@W[s@m@[y@q@s@e@oAU]k@_BEe@QaAo@yBe@_As@w@Om@w@aByBoDgBoEYoA{@cBQo@c@eCi@mAk@eCi@aAsAeB]Yy@a@mA[cGcCaCs@{@Ko@?u@QwEQe@MsDUiCEoE_@{@]a@Y]g@MI]CIMaBe@@i@X{AKS]Q}@AuBSaI{AqDaAy@KyAE{ASiDu@wDwAmBgAoDkCwAuAYa@s@q@qBmCuBaDcAeA}AoCcE{FmBuC', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3259618628,3.283,4.8,85.9,20.0,True,154.9,179.0,False,True,85.2,37.4,2,1,False,120.0
119,2,"{'id': 30502108, 'resource_state': 1}",400m kicks x 5 inc,9673.1,2977,2977,50.0,Run,0.0,3051859870,garmin_push_4488983744,3256344057.0,2020-01-28T20:04:12Z,2020-01-28T12:04:12Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.286012, -121.939102]","[37.285495, -121.938863]",,,,37.286012,-121.939102,0,1,0,1,0,"{'id': 'a3051859870', 'summary_polyline': 'qlqbFlfggV@CL?r@J\\Vj@r@XPZZp@|ATXjAz@l@t@bEvGbApAj@~@l@x@f@z@hB|B~@|@~@jA`@Vp@h@rAx@dAt@|@^~@f@jAf@jDbA`@DtA^fAPvCn@fC^xCf@`B^z@NpAZ~@`@t@d@RBX?lA\\^NZBHn@hAn@ZJ\\@^F\\A`@@hCRtADd@FxCHbATd@@fCP`ALxAJf@Fb@JTLlAb@r@TzCtAbAZd@Xd@P\\R\\\\~A|B^rA^|AXh@Tr@PjAVbAN`@n@dAN^T`AZv@`@vAdA`C`BnCR`@Tt@RTXPb@v@P`A`@vANxAr@nBR`@b@lAh@d@f@t@v@d@NTXVhAd@bA\\f@Hd@Ml@ZdAXfA?d@H^@f@L`@RZ@XDTHXP\\^Tn@z@b@`@X|@`@f@Bj@AVJf@d@h@V\\Z`@hADFRD\\h@HAd@g@RITf@VV^R^L`BpAZJLAYEOG_BaA[Mi@c@Yc@SQSHs@`@KAO]a@UMQc@cA]WKGw@s@_@IcAAUIiAu@o@Ya@u@[]i@Yu@QWUg@Ec@B]Ge@Ai@?[Ce@G_@Ka@EWGUKi@K{@_@y@WSMk@k@_@Ua@q@QSWS[a@s@}A]uAKo@s@}CGe@ISm@{@[W[_@IUsAgCs@kAoAyCq@yBIg@Sg@e@{@a@qAWoAMe@]u@KM[sAm@{AYe@c@c@w@kASQkAq@iBo@gAg@m@S_@QoBy@c@Og@McBKa@Ka@Ce@G}BGQCi@Oc@EaEKyBMi@A_@EoBIo@M]SiA{@SDOSuAi@IK?IZcBCa@YSUEs@?i@GcDe@q@Mg@O{AUuA_@uAUaBa@c@EmAEa@Me@GgAUe@CgA[eBq@c@SaAg@]W_@Ms@c@SS}@i@]]iAo@i@k@Yc@uBuBm@s@_@y@uBoC{A_COQk@gA}BmCeAwASc@eA{AWUYc@}@y@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3256344057,3.249,4.9,85.2,21.0,True,154.2,172.0,False,True,61.6,31.2,0,0,False,78.0
121,2,"{'id': 30502108, 'resource_state': 1}",Slower 20 - mentally feeling better,32201.6,10268,10313,112.0,Run,0.0,3046974059,garmin_push_4482609910,3250808597.0,2020-01-26T22:35:57Z,2020-01-26T14:35:57Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.370262, -122.107462]","[37.369927, -122.106952]",,,,37.370262,-122.107462,15,2,0,1,0,"{'id': 'a3046974059', 'summary_polyline': 'c{acFtbhhVKULU|OmTlGqJJe@@_Eh@qGf@aDbBgDTuA@yi@NoICsGJgCWsFTsAlAkDBwKOcBcAaDOwAF{DEqGHa@QeA@u@U{CM}@_BeDW}AA{[HyEEmJMUUEiCJ{CMWYDoE{A?{FdDOrA@~CK^yKC_@QSe@GkBOIsAb@sCvBuDfAsF`@uAWi@LmBlAoJV}CbAeC]oFcCoDm@iIF{Fr@RNp@MaAJgAOyBj@iAFuCIkHf@_PJONVN`@IwHGgCYr@RRUWUaDRmC]iBA]Jq@r@cBcBwAk@UNi@m@q@KaDj@iCn@kBdAiCD}@EcBb@_GYwBn@eGRaF]o@o@e@EeJNgH]_@P_A_@aBf@eADaFc@_HPuEw@e[Kkh@FwIQaJdAcFi@qA_@UNC|AQPiEz@eBfBcYxGoBt@C|Aj@nQp@pKRjAApAX`E?lA^zECj@\\rC\\ZvBCt@|AfDfE`@hAn@t@v@pCr@dALr@EtCKz@y@l@A`AINu@GeATa@e@sBe@gE_Cc@D[^uAhl@ZzJRb@t@h@RrDgArEc@dAKtBsArBE^Px@b@Rn@rAfCzJzD|FlEjFv@p@eDcDuEgGmA}BiDqLO[cAQG[vBiDLo@?{Ah@gA|@oDQwDK]q@a@Me@M}AC_F@mEn@_TT_KJqFP[z@E`DlBrBl@~@r@t@[t@LPYLoAl@e@NsDGu@gAcBu@qCg@g@]}@aDuDgAuBaCAM[W{CGuDOcCSeBIkDScAk@eIi@oTJqBjAi@fYuGf@W|AcBfEy@N]HsATGfAb@|Er@`IgAbUPxYK~OPfHIrENrCp@lIU~Ef@bEk@nBGvDTtA\\nAM`GBdChAhCRfJw@hA[pF\\pA]dAHx@Sz@T`@ElAsAnAIhAa@~Cg@bB@nBj@zBvB|@iAbFl@fDK^VoAGxAV~JLs@HHQpDEj@S`JE|De@zHCvBc@`ARv@GUQc@NDSfD]xGIdHf@jGrCbBE|@Zv@}@v@M~DDtD[`C_BdCZ|ASjA@tE}AjBaBxBs@HFHbBT`@|@j@x@JxGGf@YPm@?iEJe@vB{@zB}A\\Iv@NJTYdDDd@LP|HB^JNd@NtNAfMGd@HbNRfAxAzCTbALbXRjBr@`CVbBBhBU~BDfBK|A{@fC_@~B?d@XlBQrELtLK`DHvFO`ULhFCbF_@lAqAjBc@bBu@fHOxH{FjI]VaNpR', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3250808597,3.136,4.8,84.5,19.0,True,154.7,175.0,False,True,64.0,-4.0,1,0,False,288.0
123,2,"{'id': 30502108, 'resource_state': 1}",13.1,21129.1,6472,6472,96.0,Run,0.0,3037581799,garmin_push_4470886199,3240329421.0,2020-01-23T20:06:32Z,2020-01-23T12:06:32Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.285889, -121.938647]","[37.285555, -121.939441]",,,,37.285889,-121.938647,8,1,0,1,0,"{'id': 'a3037581799', 'summary_polyline': 'wkqbFpcggVH[GK{@[cAB_A[sAm@yBeBkGkCoCJ[QSc@AYFuBAo@u@sBqGuEk@s@oFkDgBIcC^oAd@aCb@mC[q@o@i@gAy@mAg@}ASaCKeD@cBYkDc@{@iAuAeBoEiCqEg@oDHcHGa@m@qA{@iDYo@a@c@{@_B_BLMGm@qDa@oDs@gDU]cDeCyAaA}@Wi@w@gAeAY_@mAmD_AmBcA[mACqAQY_@k@oAaBqAc@Mw@g@NVzAj@b@^t@x@Pf@b@h@hAZxC\\PRj@zAnAvDlCbCzBfAhCvBn@XV`@Rn@d@~D^fBTf@LdCJd@|AO`@b@f@`@rAtDT`A`AjB[pGDrAT`Cn@jBp@fA`@XnBxEZj@nArANd@RbDLtHZlB~AzCpAnAvBl@fABpB]bAi@fBUdA?bBb@`F~CdBpAhAhAl@|@r@l@r@jALp@QjCJ`@XXjCH`ATdGhC~B|AxAp@hA?dATxChBtB`CdFvHd@h@zBvDnFpHhBvBlCbC|EpCbBr@jEhAjFp@vMpCnGz@HVi@zBv@LfBr@~@z@v@b@jDXtHTtNlAzDvAvHjDtA~Ap@pAXxAv@tBvArFv@tAVjAdAlClBbDlBxDjAvAdApFj@tBj@bB|@j@n@z@^Ll@`AdEzAjBZ~DJd@HlBt@d@^f@`AtBrAbCLzAjAP\\Jj@t@j@HXNJfA{@h@|@dCdBfA`@pERtGUvDe@~AFZMz@_Ch@{@`BmA`Ak@pAFd@`@\\|@hAdFPpEBbDd@xDN^ZN^?bBm@fCSr@e@h@AjB`@^PNnA\\VzA`@jClAd@Qh@D~FxC`A|@JRCjCk@zBAMNuAPq@?gBEa@uAeAoFqCaBHwA_AgBk@Y[Cy@EI}Am@o@IiFr@y@^w@Na@IUSg@uAYkBEq@HuHo@kDeAqCSQgBW}@^cC|Be@zAe@bAmC@oAR_H`@_HO[GoC_BeAsAqAn@M[k@]eA_ByAgAmBKe@WcBiAo@cAa@WoAU]Wa@IsCMsEs@yBcA{AkAe@{@]]qAoCoAaFUwASa@oA_BQk@wBmDiAgCaBgFqAqCa@uBs@aBy@wCiBuC_@YaKaEyBq@}AGeAU{DQaAScPu@_Ak@}@aAkBi@w@ImBeAqO}CkJgBoGwByAu@gCkB{BgBgCiCcCgDe@cAyDkFmCqDqBkBsAeCy@y@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3240329421,3.265,5.5,84.0,19.0,True,156.8,173.0,False,True,103.8,46.8,2,0,False,187.0
124,2,"{'id': 30502108, 'resource_state': 1}",Missing mile because I don’t know how to use my new watch,1609.4,495,495,0.0,Run,,3034982909,,,2020-01-22T23:00:36Z,2020-01-22T15:00:36Z,(GMT-08:00) America/Los_Angeles,-28800.0,,,,,,,,0,1,0,1,0,"{'id': 'a3034982909', 'summary_polyline': None, 'resource_state': 2}",False,False,True,False,everyone,False,,,,3.251,0.0,,,False,,,False,False,,,0,0,False,
125,2,"{'id': 30502108, 'resource_state': 1}",8 to make up for partying too hard,11278.4,3315,3315,57.0,Run,0.0,3034777414,garmin_push_4467282033,3237205100.0,2020-01-22T20:29:26Z,2020-01-22T12:29:26Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.275048, -121.947571]","[37.286686, -121.93831]",,,,37.275048,-121.947571,15,2,0,1,0,"{'id': 'a3034777414', 'summary_polyline': '_hobFj{hgVz@TpAPnCh@bA`@p@\\v@P\\DpAd@XNTFFFJ^z@l@XL`@DvBJ|BFhDPr@?|@Hd@N`BH~@@^Bb@N`@DrAHfATrAb@~At@zB`AxBp@h@\\XV|AhC`@rAR|@Rj@Td@Tl@XfBRp@l@lAPTd@xAzAzDh@dAfAlBbAxBZ`@XV`@j@Nj@Bh@Jj@Pj@Lj@Fj@bAbC`@pAl@f@LNVd@v@d@V^b@ZtAb@\\Rz@H\\RjAPxBNZHh@?P@b@Lp@Ft@^b@`@Vl@~AdA\\PNDTD^?`@FZNXRbAl@V`@Nd@PT`@TL\\B@JGX]ZMDBp@~@|AdAVRRJj@P^@~@Jf@?rAR~@AbAOhAEjBOl@KnAKbA?`ANJCNKXeAn@aBz@}@h@[f@i@\\IbAF\\FZJRPFJ\\pATh@Jb@D`@XbADj@CrBBjBE|APpBJh@Pp@VZ`@Pl@DVKVW~@Q\\ChAA`Ba@r@HjAT^LDPIQUKWCkA_@a@CK?s@Pg@A]B[Jg@Bg@LYTYJc@?[M[S_@q@Sm@Y}ACWAg@BoAEsEIq@i@cCSi@[kAQ[GGe@IqAEWXYNYZWJqA~@[f@o@lBSNODWC_CDmATk@Ak@H_@Ae@D{ARsAAe@GwACaBSw@]i@_@c@UWUe@c@Q[IIGAEHq@h@MBUc@a@UOSWi@[_@_@QWQWYWMiAI}@e@c@[o@UYWUc@]a@WQ[I_@C_@Y]Cg@@e@GcAAg@GqA]m@A_@DKKyAk@cAm@[c@}@u@QYy@u@c@sAYo@U{@OgA_@sAQ_AQk@s@_AKI]_@cBgDw@wA[q@wA}D[yAm@iAi@wAMg@Ow@Oi@q@uAIe@e@_BQc@{@iAO[k@g@qAo@uAe@_DuAgC}@}@Sk@Gs@Eg@IgAKgCKg@EYGc@GmBEoCOwAC_DU_@Qg@e@Y]QIW?[YkAa@WQ?MVeBAS]OcD]yC_@oGyAe@IaBc@e@Ck@AkAMmA]wAWiEwAa@Si@]gBy@_Aq@a@a@a@We@a@_@a@q@cAcAcAy@gAcAmBaBmBiAkBY_@g@{@eBgCcBsBy@sAmA_BeA{@a@W_Ac@s@Y[CUDEBg@W', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3237205100,3.402,4.9,85.4,19.0,True,165.1,176.0,False,True,92.0,56.6,7,0,False,132.0
126,2,"{'id': 30502108, 'resource_state': 1}",14 on the trails,22539.6,7791,8150,617.2,Run,0.0,3020104261,8924D9F2-8317-437E-8AD2-E8B953548EE2-activity.fit,3220827871.0,2020-01-17T20:05:03Z,2020-01-17T12:05:03Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.364967, -122.137152]","[37.365121, -122.137578]",,,,37.364967,-122.137152,9,2,1,1,0,"{'id': 'a3020104261', 'summary_polyline': '_z`cFf|mhVOECh@Xr@jC[xAcB?s@x@o@~B]tGv@nAn@fAW`AwDjFoJlCmWn@c@x@jB?rDh@bGT~H|BfE~BtBpDzEbCmAp@TTvBtAnCl@tC`AnAVxA^Lv@dBjAfE`AT{@ADiAOo@kAHO_@LsDMe@s@a@qAaCm@aDm@y@Bm@aAqAzAhDbAv@h@lAhCTrFyEjCGv@_@~@eBBk@nAmALcAjAuALBWjANn@lCjDLpAb@_@S`A}@^DVfDc@b@i@BqBWyA|@rAXhDy@pDg@nDA`A`BtBxAFz@gDFaCd@cBIm@d@mCJwDn@i@z@x@f@GI_D^_Bp@_BvBaCE{@o@IwAmAgAuEX}@RsEa@qA@cAdBgDRaBl@gAb@sFt@_BfAO`DbBn@IxC_DxEi@Rk@GeAp@wBFkAl@aANeBd@wAQ_BjAsDtA{BAqBfA}Eg@sA@_Cx@yAGgA\\cBSiA^iABcCh@oC\\_@BV`AwFXmG]uAkASY}@`AmCCgAh@eEfBwJ`AaAh@kBg@k@qA?wAlAB_AvBaAhCMjCmBpEsKzBiGrBiBhAyBbAw@XsEdBuB`@oFlAuBdAu@yF}PgCiD{DeDqBBkCo@m@iAS{Cv@}AdBkAxCuDvDwBzADoBB_ElC_DvD{AdAe@bDf@lDd@t@tL~B|@~A`B|ArAvE`C`E`@pA]j@_A\\_AlCO~CwA`D_A`FmClE_CfBqAjDq@x@cG`QmAzHgBjFGjKZxGKjBv@pBEbCqAtFClD{@pF}A]WiCHs@aAgBA}ATmAQKe@jCDvBa@hAEhFq@pAShBl@nCu@rEAxAuAdCeAjC?pDq@vCa@`@g@bDa@`@DfBQ~@k@ZwCDiErD}CeBcBRw@xA_AhG@f@mCrG@nELjA[rBt@dFpAhAl@@TdAcCtBs@nCEzEc@Au@q@q@l@c@pJq@tAAlCeAhEs@CyB}BCc@n@mAQ}Br@kALiCIyBa@oAe@QZdBUxBkA`@gBCCSx@FJ}A_@DGc@oCoDAaC}@b@w@|BqBhDaJlCWh@{AZy@v@kBk@wE}Hm@QgCn@kHqI{BoESsANoD]wBLs@c@iD?gDaAsAi@b@EdEsBbK@dEeAbC}CrEi@|C}AtAmBs@iFq@w@VaAKmAb@i@x@JTg@bA}@j@}BDaAs@wAgDkB{CiAo@W{@dA?x@pCzCdETz@z@p@Ef@o@JRG', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3220827871,2.893,11.2,,,False,,,False,False,343.4,103.0,1,0,False,
127,2,"{'id': 30502108, 'resource_state': 1}",Treadmills suck,4828.0,1560,1560,0.0,Run,,3018179132,,,2020-01-17T04:19:32Z,2020-01-16T20:19:32Z,(GMT-08:00) America/Los_Angeles,-28800.0,,,,,,,,0,0,0,1,0,"{'id': 'a3018179132', 'summary_polyline': None, 'resource_state': 2}",False,False,True,False,everyone,False,,,,3.095,0.0,,,False,,,False,False,,,0,0,False,
128,2,"{'id': 30502108, 'resource_state': 1}",9 steady,14535.2,4449,4483,60.1,Run,0.0,3010992036,55580A5C-A659-4DC8-9074-38697A17FEF2-activity.fit,3210629465.0,2020-01-14T16:36:14Z,2020-01-14T08:36:14Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.378265, -122.069402]","[37.380332, -122.069114]",,,,37.378265,-122.069402,12,2,0,1,0,"{'id': 'a3010992036', 'summary_polyline': 'cmccFxt`hVLAAIEAAC@L@GICw@FoAh@IY]NWA_AWi@YaAQm@YQUcA_@aASa@ASOiBGu@M_AHaDBqATsBRa@ASFKRDLRMP?oAU}AZ_AOmAX]BgDSk@VmBJaAPs@Cg@?e@BWJ[AcAHe@Eo@JkDEk@JKHHHPABCa@FmA?eBMu@BgBOe@KSDRJ^ODGsA[_@@o@N{AKq@Mg@Bk@G_AVa@ZMBi@e@q@_@WYEKyAw@[Eq@Du@Ga@NSE_Ab@[Bg@Rs@L[BaAj@ILWHKCOFw@Iq@H_AE}@P_@NwFCiBXoABwCXuBBqACe@KqAi@yAQiAEe@OKO]O}@Ku@HYP]?SGqAFk@G_@Fe@G]DaBe@]t@yABaAR_@@m@CkB]eBGyDHWHcA@KGu@AkAg@{AGyBEqABwAG]Dc@GkAFeCAQEwC@QD[IgABcC?e@EqFJ_@GcCFcGEQDWEeBFsFAKCa@DcBAe@IUL]KuFE{Ev@uAJkAIoA[aBKm@Wg@CKNItAGPgDt@[@SPq@`Aq@d@kCp@Y@aAXkARoEjAk@HeA\\kFhAo@TMJIVGxAFd@CzAHjB?rARdEFtCJ~@JjBRrA?~@DNGYBWG{@I[CkAQiB?oAMeBK_EMqB@oCG_@Do@Cc@Fe@|Am@jEcAtBa@rCu@rEw@`A_@|Ac@XQbBgBxDw@HOAe@Jw@LMrA`@v@F`A\\rALzAClAWhAG~A]xAEfCJtAGp@L|A@tDIvBJvBEhADVGd@?PDxBG~@FrCKVDdF?XEbBDVIfBLfEG|@D~@@`CEfBBPFrCCzB`@nDNzCC`@Kl@Ax@BzB`@hAC`@IXBnBq@HTHYNCHJDE`@f@LKN?ZH`@?jANjDIxABbAAp@G\\B|@X`@\\n@J\\RLTLAb@RNCTBRWXAHORALKRJHEr@?rAO\\Dv@OP@\\O`@CrBR~@SjB?t@]jBL`@It@?JDDA?Gd@K\\UxDaA\\S`@Q~BU`A@d@VtARZZNn@\\^TNLCh@c@r@MRFbAGvBh@hAQb@Fd@EPHLVq@KjBRtA?j@Jl@Ep@HpAGOFIAj@IPIl@BjCWz@Dh@Id@Ad@M^JnACJGp@Hz@QbABl@OpAOx@FfBMZHJENUn@LPGlAOV@RLXKb@HHICCk@H`C]XBl@Or@E`B?dAShAE~@Hd@NjCZf@`@P@`@`@RJ', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3210629465,3.267,11.3,,,False,,,False,False,40.6,1.5,5,0,False,
129,2,"{'id': 30502108, 'resource_state': 1}",Steady 7,11304.6,3351,3370,54.4,Run,0.0,3008718801,CC249672-FBE5-41F7-95F5-FC7782D73448-activity.fit,3208073495.0,2020-01-13T20:02:25Z,2020-01-13T12:02:25Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.286213, -121.939631]","[37.284245, -121.94013]",,,,37.286213,-121.939631,5,1,0,1,0,"{'id': 'a3008718801', 'summary_polyline': 'ymqbFviggVl@sAADVEp@b@`@DDZFLb@^Lh@l@x@nAjAb@t@PHX`@\\LV`@L^z@v@BVTVVl@VXBZJXJv@Td@t@r@b@N|AjBZRZz@n@h@H?Vb@^`@p@\\JXPPBPTJVXf@T`@d@RJdFpBn@HfA^hAL~@\\hAVlGbA`Dt@T@|@Zr@DzA\\z@\\p@b@bBNx@b@b@HBHDEBHZ@tBzAXHX?TJn@EvADxEZjA?lAP~BN~@AjB\\xAJvGbCtAt@x@Ph@Vp@^XVrAjB~@lBZtAl@hARtAz@fC^b@Ld@Db@L`@@Tz@xB\\r@HFPd@\\f@Tl@j@|@VXd@fAlA`BZx@?ZZ|@T~Ax@dC`A~B^Pt@dAPLv@`A|@^r@t@\\GZJb@OFTb@LbAFnA?p@Jh@Cd@LHJpAXRTf@\\^l@d@\\\\f@RD^VnBB`@b@~@b@XVj@bAf@ZT`@`Ac@VH@HAJUXr@ZbAr@nALh@@lA^jBTrA@d@Gn@Qx@Cv@Sz@H~@Ql@LfAKjAHd@]v@aBPw@bAcAp@]h@o@d@Ij@Hp@VNRX|@Xd@NBU_A]{@y@_@kAEw@\\e@l@QBgAp@Ob@Gr@Od@KVKBENMHsAC_ABsAPcB@g@BuB`@kABi@PoAASQUGo@IWBSIEMYKoAgA{@_Ac@G}@ZOQu@_@W_@MWy@s@eA]m@Au@Sa@W]YOUs@[_AcAM]_CmA_AMy@BeAKaBa@MFi@YUDo@Ii@]aAQc@]k@IQOaAcBO]QSI?I]u@aAU_BWk@OgAe@yAKQKC]m@Mq@Y[o@cBk@}@G]YQAGi@[cAaBiAuFYg@I]GCOgAW]OmAe@_AASQ]Sw@Gg@Se@OIGUeAqBUSa@YcAa@cBi@cBeAsAa@_Ae@q@I[OgBIcAU_EOw@W{@GuAFwAQaCCy@Q}AE_Bs@?Pe@NOL[Fa@c@Se@o@}@EaAJk@CUMGS_@i@SKMgCS_AOuAg@]CUOkCo@oBW_@OoBIq@SwAEiBa@o@[uBg@{AeAk@Wm@Mu@i@IM}@WaCqAU]G[q@qAgAmAEQq@w@Q_@]WQe@a@k@Oc@e@s@GUi@[MCm@s@o@a@e@{A}@cBOKMc@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3208073495,3.374,6.1,,,False,,,False,False,94.4,54.9,0,0,False,
130,2,"{'id': 30502108, 'resource_state': 1}",Long run,32198.8,10162,10229,95.7,Run,0.0,3002465883,78CE9062-7A36-4733-8068-271A57A4CCB5-activity.fit,3201076635.0,2020-01-11T16:17:02Z,2020-01-11T08:17:02Z,(GMT-08:00) America/Los_Angeles,-28800.0,"[37.370995, -122.107413]","[37.370805, -122.10752]",,,,37.370995,-122.107413,19,2,2,1,0,"{'id': 'a3002465883', 'summary_polyline': 'u_bcFjbhhVz@Sl@Zv@w@`@KzFwGbFkInHwJPcHl@wHj@yB~@oAd@uAHaHAmIIqEHsf@PeBc@kE~AkGPqEC}EQ{AgAiDG_AI}JF_BNU_@eBI{Dk@wBuAcCI{o@{@[mECkA_@OqAJcBw@c@yAJoE~BW`ED|@_@h@qJAy@eAEeAk@IyAb@{B`BcEjAmEZwAU{C|AgD`@sEKaDfAESc@FgD}@sCuAiG}@qFNeFp@QJFFd@Ks@Jg@[oCj@sFM{Bb@yPb@}Db@_Ja@n@HHGQM_ASyBFmEc@uAbAsA}@qAmBSLuCWaHxAoA`As@L_DMcB^aDFaBMaDn@eGTyAEcDkA_B?gEk@u@X}FIgBm@Uj@uEd@eEi@_IP}AMqAe@kMM{s@J_MUcIfAiIoAUb@InAiE`AwBzBmYrGoAb@I\\E~Dh@fQj@fFAlAVtAGrAZ~F`@jEAdAXfCd@ZhB@tApCrE~F~@~CfA|BMjDy@n@MpAMLw@?}@b@_@k@oCeAsCcBw@F_@lAqAfl@PxGZzAj@XN^PlDKr@yA`ECrA]tAwBfDuCk@eD}DyCqB{CsCeDcBw@}@lAbB`DzAbBdB~EvDbBxBt@^zB\\fBiCd@sAHoBlBcGSeDUm@s@q@WoFRsR~@{\\\\_@j@?|CfBdCt@^d@vBMZiAz@s@LkEIq@w@wA{@{CwDwEsByD}BGUW]mCGuDo@_JDw@S}Cu@cJ]cJ?_Iz@g@pZgHlBqBVINPnCs@d@aC|IlAdHgA~LNzAd@rGe@r[KxYVzEn@hHWzEd@dFq@j@Ef@f@|C_ArARfAGbHt@fAx@lD\\rIa@bB]rA^`Aa@pBLhAm@fD\\rBgAfHaBt@DrAY`AZd@hAR@KFLN~A|@fAaAnVvAZAKS~HS|CUx@Yt@PpGe@tFLtAg@fAV~@Si@@LKtAQtHYnHh@dGjCxCDGQFAj@Xd@u@bBAzB\\`BKvBa@~B{AlBP|Ea@bB]bDsBnC{@LfAv@fAv@XdMNpDEbCg@nFAt@NR`@TbJIvDHzGUjDHdHZ|A~@`Bh@~A?xDP`AOv@BvHHvCRzBt@|CVjG?rE_@nAOhBk@hAQ`C\\jGMtHG~IFrFOtETvAK`MLxBMdFO~A_B|Do@`D[|FAbCa@|BmExFYx@gBdCwBpCq@\\Kd@}@hACj@kBnBuBjD[B_B{@qAP@zA^^p@EPkA', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3201076635,3.169,8.6,,,False,,,False,False,64.9,1.5,0,0,False,
